article_id,article_global_id,db_id
1302,10.1093/nar/gkj145,MBDC0075
1236,10.1093/nar/gkj143,MBDC0340
1305,10.1093/nar/gkj142,MBDC0248
1305,10.1093/nar/gkj142,MBDC0250
1211,10.1093/nar/gkj141,MBDC0500
1216,10.1093/nar/gkj140,NAR9325
1219,10.1093/nar/gkj139,MBDC0522
1319,10.1093/nar/gkj138,MBDC0857
1301,10.1093/nar/gkj137,NAR9032
1220,10.1093/nar/gkj136,MBDC0888
1281,10.1093/nar/gkj135,MBDC0895
1298,10.1093/nar/gkj134,MBDC0316
1287,10.1093/nar/gkj134,MBDC0876
1226,10.1093/nar/gkj133,MBDC0027
1338,10.1093/nar/gkj132,MBDC0903
1231,10.1093/nar/gkj131,MBDC0807
1195,10.1093/nar/gkj130,MBDC0002
1255,10.1093/nar/gkj129,MBDC0591
1332,10.1093/nar/gkj128,MBDC0114
1212,10.1093/nar/gkj127,NAR9180
1276,10.1093/nar/gkj126,MBDC0898
1262,10.1093/nar/gkj125,MBDC0829
1187,10.1093/nar/gkj124,NAR9091
1190,10.1093/nar/gkj123,NAR9209
1202,10.1093/nar/gkj122,MBDC0835
1337,10.1093/nar/gkj121,MBDC0890
1270,10.1093/nar/gkj120,MBDC1260
1184,10.1093/nar/gkj119,NAR9219
1214,10.1093/nar/gkj118,MBDC0875
1198,10.1093/nar/gkj117,NAR9271
1294,10.1093/nar/gkj116,MBDC0795
1193,10.1093/nar/gkj115,MBDC0516
1284,10.1093/nar/gkj114,MBDC0817
1330,10.1093/nar/gkj113,MBDC0904
1217,10.1093/nar/gkj112,MBDC0529
1227,10.1093/nar/gkj111,MBDC0001
1213,10.1093/nar/gkj110,MBDC0872
1277,10.1093/nar/gkj109,MBDC0800
1237,10.1093/nar/gkj108,MBDC0586
1201,10.1093/nar/gkj107,MBDC0341
1275,10.1093/nar/gkj106,MBDC0867
1328,10.1093/nar/gkj105,MBDC0855
1288,10.1093/nar/gkj104,MBDC0176
1194,10.1093/nar/gkj103,MBDC0280
1194,10.1093/nar/gkj103,NAR9237
1311,10.1093/nar/gkj102,MBDC0112
1264,10.1093/nar/gkj101,MBDC0294
1248,10.1093/nar/gkj100,MBDC0830
1286,10.1093/nar/gkj099,MBDC0863
1196,10.1093/nar/gkj098,MBDC0074
1323,10.1093/nar/gkj097,MBDC0827
1293,10.1093/nar/gkj096,MBDC0842
1189,10.1093/nar/gkj095,NAR9246
1297,10.1093/nar/gkj094,MBDC0860
1339,10.1093/nar/gkj093,NAR9017
1250,10.1093/nar/gkj092,MBDC0801
1292,10.1093/nar/gkj090,MBDC0446
1308,10.1093/nar/gkj089,MBDC0177
1247,10.1093/nar/gkj088,MBDC0504
1244,10.1093/nar/gkj087,MBDC0608
1303,10.1093/nar/gkj086,MBDC0101
1334,10.1093/nar/gkj085,MBDC0087
1326,10.1093/nar/gkj084,MBDC0840
1210,10.1093/nar/gkj083,MBDC0885
1335,10.1093/nar/gkj082,MBDC0822
1254,10.1093/nar/gkj081,MBDC0831
1300,10.1093/nar/gkj080,MBDC0783
1242,10.1093/nar/gkj079,MBDC0218
1257,10.1093/nar/gkj078,MBDC0439
1313,10.1093/nar/gkj077,MBDC0843
1204,10.1093/nar/gkj076,MBDC0117
1206,10.1093/nar/gkj075,MBDC0805
1251,10.1093/nar/gkj074,MBDC0839
1329,10.1093/nar/gkj073,MBDC0820
1228,10.1093/nar/gkj072,MBDC0874
1258,10.1093/nar/gkj071,MBDC0834
1283,10.1093/nar/gkj070,MBDC0837
1221,10.1093/nar/gkj069,MBDC0836
1197,10.1093/nar/gkj068,MBDC0071
1299,10.1093/nar/gkj067,MBDC0811
1315,10.1093/nar/gkj066,MBDC0850
1215,10.1093/nar/gkj065,NAR9013
1238,10.1093/nar/gkj064,MBDC0808
1343,10.1093/nar/gkj063,MBDC0215
1341,10.1093/nar/gkj062,NAR9276
1186,10.1093/nar/gkj061,MBDC0051
1223,10.1093/nar/gkj060,MBDC0826
1241,10.1093/nar/gkj059,MBDC0331
1295,10.1093/nar/gkj058,NAR9164
1233,10.1093/nar/gkj057,MBDC0472
1267,10.1093/nar/gkj056,MBDC0585
1340,10.1093/nar/gkj055,MBDC0804
1289,10.1093/nar/gkj054,MBDC0873
1274,10.1093/nar/gkj053,MBDC0813
1314,10.1093/nar/gkj052,MBDC0232
1304,10.1093/nar/gkj051,MBDC0862
1279,10.1093/nar/gkj050,MBDC0870
1285,10.1093/nar/gkj049,MBDC0823
1207,10.1093/nar/gkj048,MBDC0821
1327,10.1093/nar/gkj047,MBDC0852
1325,10.1093/nar/gkj046,MBDC0262
1185,10.1093/nar/gkj045,NAR9224
1320,10.1093/nar/gkj044,NAR9244
1324,10.1093/nar/gkj043,MBDC0844
1321,10.1093/nar/gkj042,NAR9319
1246,10.1093/nar/gkj041,MBDC0791
1261,10.1093/nar/gkj040,MBDC0851
1209,10.1093/nar/gkj039,MBDC0796
1222,10.1093/nar/gkj038,NAR9088
1243,10.1093/nar/gkj037,MBDC0846
1318,10.1093/nar/gkj036,NAR9270
1203,10.1093/nar/gkj035,MBDC0856
1263,10.1093/nar/gkj034,MBDC0802
1218,10.1093/nar/gkj033,MBDC0865
1296,10.1093/nar/gkj032,MBDC0761
1230,10.1093/nar/gkj031,MBDC0028
1234,10.1093/nar/gkj030,MBDC0038
1199,10.1093/nar/gkj029,MBDC0789
1336,10.1093/nar/gkj028,MBDC0819
1269,10.1093/nar/gkj027,MBDC0859
1317,10.1093/nar/gkj026,MBDC0815
1200,10.1093/nar/gkj025,NAR9200
1273,10.1093/nar/gkj024,MBDC0828
1333,10.1093/nar/gkj023,MBDC0810
1282,10.1093/nar/gkj022,MBDC0833
1268,10.1093/nar/gkj021,MBDC0487
1205,10.1093/nar/gkj020,MBDC0871
1316,10.1093/nar/gkj019,MBDC0803
1249,10.1093/nar/gkj018,NAR9056
1225,10.1093/nar/gkj017,MBDC0854
1266,10.1093/nar/gkj016,MBDC0861
1291,10.1093/nar/gkj015,MBDC0793
1252,10.1093/nar/gkj014,MBDC0832
1322,10.1093/nar/gkj013,MBDC0792
1224,10.1093/nar/gkj012,MBDC0848
1342,10.1093/nar/gkj011,MBDC0849
1265,10.1093/nar/gkj010,MBDC0824
1290,10.1093/nar/gkj009,MBDC0825
1192,10.1093/nar/gkj008,MBDC0814
1278,10.1093/nar/gkj007,MBDC0866
1245,10.1093/nar/gkj006,MBDC0812
1310,10.1093/nar/gkj005,MBDC0806
1306,10.1093/nar/gkj004,MBDC0706
1260,10.1093/nar/gkj003,NAR9176
1280,10.1093/nar/gkj002,MBDC0869
1191,10.1093/nar/gkj001,MBDC0790
1115,10.1093/nar/gki139,NAR9161
1151,10.1093/nar/gki138,MBDC0027
1171,10.1093/nar/gki137,NAR9004
1171,10.1093/nar/gki137,NAR9016
1171,10.1093/nar/gki137,NAR9266
1171,10.1093/nar/gki137,NAR9284
1101,10.1093/nar/gki136,MBDC0629
1170,10.1093/nar/gki135,MBDC0784
1166,10.1093/nar/gki132,MBDC0704
1077,10.1093/nar/gki131,MBDC0689
1140,10.1093/nar/gki130,MBDC0649
1114,10.1093/nar/gki129,MBDC0746
1134,10.1093/nar/gki128,MBDC0080
1064,10.1093/nar/gki127,MBDC0640
1129,10.1093/nar/gki126,MBDC0730
1076,10.1093/nar/gki125,MBDC0625
1179,10.1093/nar/gki124,MBDC0617
1137,10.1093/nar/gki123,MBDC0599
1096,10.1093/nar/gki122,MBDC0676
1048,10.1093/nar/gki121,MBDC0662
1141,10.1093/nar/gki120,MBDC0714
1080,10.1093/nar/gki119,MBDC0624
1107,10.1093/nar/gki118,MBDC0667
1116,10.1093/nar/gki117,MBDC0431
1163,10.1093/nar/gki116,NAR9274
1136,10.1093/nar/gki115,NAR9097
1112,10.1093/nar/gki113,MBDC0087
1050,10.1093/nar/gki112,MBDC0217
1059,10.1093/nar/gki111,MBDC0785
1164,10.1093/nar/gki110,MBDC0725
1175,10.1093/nar/gki109,MBDC0715
1046,10.1093/nar/gki108,MBDC0108
1145,10.1093/nar/gki107,MBDC0690
1155,10.1093/nar/gki106,MBDC0207
1093,10.1093/nar/gki105,MBDC0717
1120,10.1093/nar/gki104,NAR9118
1161,10.1093/nar/gki103,MBDC0700
1089,10.1093/nar/gki102,MBDC0755
1121,10.1093/nar/gki101,MBDC0731
1181,10.1093/nar/gki100,NAR9305
1154,10.1093/nar/gki099,MBDC0744
1060,10.1093/nar/gki098,MBDC0002
1085,10.1093/nar/gki097,MBDC0663
1105,10.1093/nar/gki096,MBDC0622
1177,10.1093/nar/gki095,MBDC0632
1075,10.1093/nar/gki094,NAR9051
1159,10.1093/nar/gki093,MBDC0745
1176,10.1093/nar/gki092,MBDC0647
1106,10.1093/nar/gki091,NAR9232
1110,10.1093/nar/gki090,MBDC0751
1117,10.1093/nar/gki089,MBDC0630
1090,10.1093/nar/gki088,MBDC0621
1055,10.1093/nar/gki087,MBDC0674
1133,10.1093/nar/gki086,MBDC0626
1051,10.1093/nar/gki085,NAR9002
1167,10.1093/nar/gki084,MBDC0687
1172,10.1093/nar/gki083,NAR9249
1047,10.1093/nar/gki082,MBDC0669
1125,10.1093/nar/gki081,MBDC0382
1088,10.1093/nar/gki080,MBDC0613
1124,10.1093/nar/gki079,MBDC0084
1157,10.1093/nar/gki078,MBDC0552
1081,10.1093/nar/gki077,MBDC0329
1135,10.1093/nar/gki076,MBDC0724
1144,10.1093/nar/gki075,MBDC0641
1149,10.1093/nar/gki074,NAR9227
1165,10.1093/nar/gki073,MBDC0763
1146,10.1093/nar/gki072,MBDC0612
1065,10.1093/nar/gki071,MBDC0713
1091,10.1093/nar/gki070,MBDC0318
1132,10.1093/nar/gki069,MBDC0204
1086,10.1093/nar/gki068,NAR9169
1095,10.1093/nar/gki067,MBDC0671
1147,10.1093/nar/gki066,MBDC0051
1099,10.1093/nar/gki065,MBDC0172
1108,10.1093/nar/gki064,MBDC0005
1139,10.1093/nar/gki063,MBDC0003
1074,10.1093/nar/gki061,MBDC0683
1178,10.1093/nar/gki060,MBDC0666
1173,10.1093/nar/gki059,MBDC0615
1062,10.1093/nar/gki058,NAR9060
1069,10.1093/nar/gki057,MBDC0276
1156,10.1093/nar/gki056,MBDC0338
1183,10.1093/nar/gki055,MBDC0723
1056,10.1093/nar/gki054,MBDC0756
1123,10.1093/nar/gki053,MBDC0441
1052,10.1093/nar/gki052,MBDC0638
1084,10.1093/nar/gki051,NAR9028
1068,10.1093/nar/gki050,MBDC0093
1128,10.1093/nar/gki049,MBDC0707
1061,10.1093/nar/gki048,MBDC0637
1169,10.1093/nar/gki047,MBDC0733
1072,10.1093/nar/gki046,MBDC0071
1066,10.1093/nar/gki045,MBDC0657
1066,10.1093/nar/gki045,NAR9094
1180,10.1093/nar/gki044,MBDC0697
1126,10.1093/nar/gki043,NAR9264
1113,10.1093/nar/gki042,NAR9168
1067,10.1093/nar/gki041,MBDC0705
1160,10.1093/nar/gki040,NAR9205
1070,10.1093/nar/gki039,MBDC0223
1057,10.1093/nar/gki038,MBDC0243
1073,10.1093/nar/gki037,MBDC0633
1127,10.1093/nar/gki036,MBDC0610
1109,10.1093/nar/gki035,NAR9273
1082,10.1093/nar/gki034,MBDC0214
1049,10.1093/nar/gki033,MBDC0143
1097,10.1093/nar/gki032,MBDC0367
1104,10.1093/nar/gki031,MBDC0668
1148,10.1093/nar/gki030,MBDC0220
1078,10.1093/nar/gki029,MBDC0224
1100,10.1093/nar/gki028,MBDC0623
1153,10.1093/nar/gki027,MBDC0734
1111,10.1093/nar/gki025,MBDC0391
1130,10.1093/nar/gki024,MBDC0258
1130,10.1093/nar/gki024,MBDC0472
1130,10.1093/nar/gki024,NAR9054
1045,10.1093/nar/gki023,MBDC0357
1158,10.1093/nar/gki022,MBDC0603
1174,10.1093/nar/gki021,MBDC0252
1150,10.1093/nar/gki020,MBDC0001
1142,10.1093/nar/gki019,MBDC0354
1054,10.1093/nar/gki018,MBDC0620
1168,10.1093/nar/gki017,MBDC0680
1162,10.1093/nar/gki016,MBDC0719
1182,10.1093/nar/gki015,MBDC0754
1098,10.1093/nar/gki014,MBDC0738
1103,10.1093/nar/gki013,MBDC0652
1119,10.1093/nar/gki012,NAR9042
1063,10.1093/nar/gki011,MBDC0661
1131,10.1093/nar/gki010,MBDC0503
1118,10.1093/nar/gki009,MBDC0635
1138,10.1093/nar/gki008,MBDC0760
1094,10.1093/nar/gki007,MBDC0567
1053,10.1093/nar/gki006,MBDC1139
1058,10.1093/nar/gki005,MBDC0582
1087,10.1093/nar/gki004,MBDC0757
1092,10.1093/nar/gki003,MBDC0645
1122,10.1093/nar/gki002,MBDC0619
1083,10.1093/nar/gki001,MBDC0278
958,10.1093/nar/gkh143,NAR9161
983,10.1093/nar/gkh141,MBDC0162
1035,10.1093/nar/gkh140,MBDC0116
905,10.1093/nar/gkh139,NAR9008
976,10.1093/nar/gkh138,MBDC0446
973,10.1093/nar/gkh137,NAR9180
1037,10.1093/nar/gkh136,NAR9058
930,10.1093/nar/gkh135,MBDC0307
1018,10.1093/nar/gkh134,MBDC0128
932,10.1093/nar/gkh133,MBDC0541
909,10.1093/nar/gkh132,NAR9007
1026,10.1093/nar/gkh131,MBDC0318
966,10.1093/nar/gkh130,MBDC0587
1041,10.1093/nar/gkh129,MBDC0493
1031,10.1093/nar/gkh128,MBDC0508
940,10.1093/nar/gkh128,NAR9003
952,10.1093/nar/gkh127,MBDC0001
960,10.1093/nar/gkh126,MBDC0766
947,10.1093/nar/gkh125,MBDC0087
972,10.1093/nar/gkh124,MBDC0554
988,10.1093/nar/gkh123,NAR9090
977,10.1093/nar/gkh122,MBDC0033
962,10.1093/nar/gkh121,MBDC0210
908,10.1093/nar/gkh120,MBDC0002
935,10.1093/nar/gkh119,MBDC0355
1027,10.1093/nar/gkh118,MBDC0550
1038,10.1093/nar/gkh117,MBDC0285
917,10.1093/nar/gkh116,NAR9208
1000,10.1093/nar/gkh115,MBDC0072
994,10.1093/nar/gkh114,MBDC0534
971,10.1093/nar/gkh113,MBDC0576
1029,10.1093/nar/gkh112,MBDC0409
1028,10.1093/nar/gkh111,MBDC0131
978,10.1093/nar/gkh110,MBDC0570
1017,10.1093/nar/gkh109,MBDC0444
980,10.1093/nar/gkh108,MBDC0428
1021,10.1093/nar/gkh107,MBDC0432
942,10.1093/nar/gkh106,MBDC0481
984,10.1093/nar/gkh105,MBDC0313
949,10.1093/nar/gkh104,MBDC0590
1044,10.1093/nar/gkh103,NAR9306
991,10.1093/nar/gkh102,NAR9294
1033,10.1093/nar/gkh101,MBDC0314
995,10.1093/nar/gkh100,MBDC0114
943,10.1093/nar/gkh099,MBDC0588
993,10.1093/nar/gkh098,NAR9315
953,10.1093/nar/gkh097,MBDC0561
941,10.1093/nar/gkh096,MBDC0276
945,10.1093/nar/gkh095,MBDC0331
951,10.1093/nar/gkh094,MBDC0411
997,10.1093/nar/gkh093,NAR9069
986,10.1093/nar/gkh091,MBDC0483
1024,10.1093/nar/gkh090,MBDC0464
1023,10.1093/nar/gkh089,MBDC0222
911,10.1093/nar/gkh088,MBDC0218
1019,10.1093/nar/gkh087,MBDC0165
933,10.1093/nar/gkh086,MBDC0104
979,10.1093/nar/gkh085,MBDC0418
937,10.1093/nar/gkh084,MBDC0403
1036,10.1093/nar/gkh083,MBDC0460
1008,10.1093/nar/gkh082,MBDC0280
924,10.1093/nar/gkh081,MBDC0421
936,10.1093/nar/gkh080,NAR9267
974,10.1093/nar/gkh079,MBDC0395
985,10.1093/nar/gkh078,NAR9060
920,10.1093/nar/gkh077,MBDC0186
981,10.1093/nar/gkh076,MBDC0591
1009,10.1093/nar/gkh075,MBDC0495
959,10.1093/nar/gkh074,MBDC0031
1007,10.1093/nar/gkh072,MBDC0073
999,10.1093/nar/gkh071,MBDC0177
904,10.1093/nar/gkh070,MBDC0500
992,10.1093/nar/gkh069,MBDC0015
954,10.1093/nar/gkh068,MBDC0527
914,10.1093/nar/gkh068,NAR9177
1002,10.1093/nar/gkh067,MBDC0312
1002,10.1093/nar/gkh067,NAR9300
1002,10.1093/nar/gkh067,NAR9301
1025,10.1093/nar/gkh066,MBDC0051
907,10.1093/nar/gkh065,MBDC0463
989,10.1093/nar/gkh064,NAR9001
948,10.1093/nar/gkh063,MBDC0112
902,10.1093/nar/gkh062,NAR9204
1015,10.1093/nar/gkh061,NAR9311
931,10.1093/nar/gkh060,NAR9296
1013,10.1093/nar/gkh059,NAR9145
946,10.1093/nar/gkh058,NAR9183
965,10.1093/nar/gkh057,MBDC0410
926,10.1093/nar/gkh056,MBDC0494
1003,10.1093/nar/gkh055,MBDC0485
1012,10.1093/nar/gkh054,NAR9286
913,10.1093/nar/gkh053,NAR9093
987,10.1093/nar/gkh052,NAR9063
919,10.1093/nar/gkh051,NAR9326
910,10.1093/nar/gkh050,MBDC0439
929,10.1093/nar/gkh049,MBDC0586
938,10.1093/nar/gkh048,MBDC0532
1010,10.1093/nar/gkh047,MBDC0448
1034,10.1093/nar/gkh044,MBDC0215
921,10.1093/nar/gkh043,MBDC0489
912,10.1093/nar/gkh042,MBDC0502
990,10.1093/nar/gkh041,NAR9138
918,10.1093/nar/gkh040,MBDC0560
1030,10.1093/nar/gkh039,MBDC0282
939,10.1093/nar/gkh038,MBDC0027
969,10.1093/nar/gkh037,MBDC0556
1022,10.1093/nar/gkh036,MBDC0487
967,10.1093/nar/gkh035,MBDC0171
967,10.1093/nar/gkh035,NAR9131
967,10.1093/nar/gkh035,NAR9259
1005,10.1093/nar/gkh034,NAR9023
1020,10.1093/nar/gkh033,MBDC0357
934,10.1093/nar/gkh032,NAR9011
950,10.1093/nar/gkh031,MBDC0436
915,10.1093/nar/gkh030,MBDC0028
1032,10.1093/nar/gkh029,MBDC0330
903,10.1093/nar/gkh028,MBDC0003
975,10.1093/nar/gkh028,MBDC0440
961,10.1093/nar/gkh027,MBDC0498
956,10.1093/nar/gkh026,MBDC0264
970,10.1093/nar/gkh025,MBDC0408
996,10.1093/nar/gkh024,MBDC0445
1006,10.1093/nar/gkh023,NAR9173
928,10.1093/nar/gkh022,MBDC0522
963,10.1093/nar/gkh021,MBDC0389
1039,10.1093/nar/gkh020,MBDC0572
968,10.1093/nar/gkh019,MBDC0518
1011,10.1093/nar/gkh018,MBDC0544
923,10.1093/nar/gkh017,MBDC0765
944,10.1093/nar/gkh016,MBDC0311
916,10.1093/nar/gkh015,MBDC0519
957,10.1093/nar/gkh014,MBDC0467
1014,10.1093/nar/gkh013,NAR9262
1043,10.1093/nar/gkh012,MBDC0516
1016,10.1093/nar/gkh011,MBDC0526
982,10.1093/nar/gkh010,NAR9199
1042,10.1093/nar/gkh009,MBDC0425
955,10.1093/nar/gkh008,MBDC0585
964,10.1093/nar/gkh007,MBDC0328
925,10.1093/nar/gkh006,MBDC0491
1001,10.1093/nar/gkh005,MBDC0579
906,10.1093/nar/gkh004,MBDC0573
998,10.1093/nar/gkh003,MBDC0558
927,10.1093/nar/gkh002,MBDC0413
1040,10.1093/nar/gkh001,MBDC0569
815,10.1093/nar/gkg148,MBDC0461
803,10.1093/nar/gkg129,MBDC0316
804,10.1093/nar/gkg128,MBDC0199
773,10.1093/nar/gkg127,MBDC0583
812,10.1093/nar/gkg126,MBDC0122
884,10.1093/nar/gkg125,MBDC0415
846,10.1093/nar/gkg124,MBDC0381
875,10.1093/nar/gkg123,MBDC0226
854,10.1093/nar/gkg122,NAR9201
816,10.1093/nar/gkg121,MBDC0545
863,10.1093/nar/gkg120,NAR9161
885,10.1093/nar/gkg119,MBDC0539
866,10.1093/nar/gkg118,MBDC0170
891,10.1093/nar/gkg117,NAR9084
895,10.1093/nar/gkg116,MBDC0434
799,10.1093/nar/gkg115,MBDC0552
809,10.1093/nar/gkg114,NAR9203
813,10.1093/nar/gkg113,MBDC0386
887,10.1093/nar/gkg112,MBDC0045
899,10.1093/nar/gkg111,MBDC0391
852,10.1093/nar/gkg110,NAR9065
820,10.1093/nar/gkg109,MBDC0528
879,10.1093/nar/gkg108,MBDC0340
831,10.1093/nar/gkg107,MBDC0248
778,10.1093/nar/gkg106,NAR9216
782,10.1093/nar/gkg105,NAR9064
807,10.1093/nar/gkg104,MBDC0262
873,10.1093/nar/gkg103,MBDC0166
797,10.1093/nar/gkg102,NAR9218
800,10.1093/nar/gkg101,MBDC0375
890,10.1093/nar/gkg100,MBDC0365
860,10.1093/nar/gkg099,NAR9109
898,10.1093/nar/gkg098,MBDC0217
786,10.1093/nar/gkg097,NAR9167
892,10.1093/nar/gkg096,MBDC0567
837,10.1093/nar/gkg095,NAR9288
779,10.1093/nar/gkg094,MBDC0071
823,10.1093/nar/gkg093,MBDC0019
826,10.1093/nar/gkg092,MBDC0304
781,10.1093/nar/gkg091,MBDC0338
874,10.1093/nar/gkg090,MBDC0074
791,10.1093/nar/gkg089,MBDC0341
771,10.1093/nar/gkg088,MBDC0001
790,10.1093/nar/gkg087,MBDC0204
775,10.1093/nar/gkg086,MBDC0270
861,10.1093/nar/gkg085,MBDC0172
827,10.1093/nar/gkg084,MBDC0384
841,10.1093/nar/gkg083,MBDC0027
825,10.1093/nar/gkg082,NAR9331
856,10.1093/nar/gkg081,MBDC0091
796,10.1093/nar/gkg080,NAR9230
851,10.1093/nar/gkg079,MBDC0510
811,10.1093/nar/gkg078,MBDC1139
801,10.1093/nar/gkg077,MBDC0547
886,10.1093/nar/gkg076,MBDC0097
832,10.1093/nar/gkg075,NAR9282
829,10.1093/nar/gkg074,MBDC0548
849,10.1093/nar/gkg073,MBDC0536
848,10.1093/nar/gkg072,MBDC0359
888,10.1093/nar/gkg071,MBDC0427
857,10.1093/nar/gkg070,MBDC0173
857,10.1093/nar/gkg070,MBDC0691
889,10.1093/nar/gkg069,MBDC0224
877,10.1093/nar/gkg068,MBDC0276
828,10.1093/nar/gkg067,MBDC0138
859,10.1093/nar/gkg065,NAR9060
882,10.1093/nar/gkg064,NAR9027
840,10.1093/nar/gkg063,MBDC0274
855,10.1093/nar/gkg062,MBDC0258
871,10.1093/nar/gkg061,NAR9100
808,10.1093/nar/gkg060,MBDC0351
793,10.1093/nar/gkg059,MBDC0737
792,10.1093/nar/gkg058,MBDC0488
901,10.1093/nar/gkg057,MBDC0003
819,10.1093/nar/gkg056,NAR9028
894,10.1093/nar/gkg055,NAR9184
858,10.1093/nar/gkg054,MBDC0357
880,10.1093/nar/gkg053,MBDC0051
893,10.1093/nar/gkg052,NAR9281
865,10.1093/nar/gkg051,MBDC0472
789,10.1093/nar/gkg050,MBDC0350
789,10.1093/nar/gkg050,MBDC0366
789,10.1093/nar/gkg050,NAR9044
789,10.1093/nar/gkg050,NAR9307
900,10.1093/nar/gkg049,NAR9182
883,10.1093/nar/gkg048,MBDC0117
795,10.1093/nar/gkg047,MBDC0087
805,10.1093/nar/gkg046,MBDC0207
794,10.1093/nar/gkg045,NAR9186
838,10.1093/nar/gkg044,MBDC0208
845,10.1093/nar/gkg043,MBDC0119
835,10.1093/nar/gkg042,MBDC0374
878,10.1093/nar/gkg041,MBDC0563
817,10.1093/nar/gkg040,MBDC0194
853,10.1093/nar/gkg039,MBDC0243
834,10.1093/nar/gkg038,MBDC0281
810,10.1093/nar/gkg037,MBDC0566
821,10.1093/nar/gkg036,NAR9263
784,10.1093/nar/gkg035,MBDC0205
847,10.1093/nar/gkg034,MBDC0582
872,10.1093/nar/gkg032,NAR9033
772,10.1093/nar/gkg031,MBDC0506
836,10.1093/nar/gkg030,MBDC0212
777,10.1093/nar/gkg029,NAR9018
802,10.1093/nar/gkg028,MBDC0578
868,10.1093/nar/gkg027,MBDC0101
864,10.1093/nar/gkg026,MBDC0383
876,10.1093/nar/gkg025,MBDC0371
876,10.1093/nar/gkg025,NAR9229
788,10.1093/nar/gkg024,MBDC0021
844,10.1093/nar/gkg023,MBDC0232
870,10.1093/nar/gkg022,MBDC0277
869,10.1093/nar/gkg021,MBDC0002
896,10.1093/nar/gkg020,NAR9293
824,10.1093/nar/gkg019,MBDC0250
814,10.1093/nar/gkg018,MBDC0369
850,10.1093/nar/gkg017,MBDC0339
833,10.1093/nar/gkg016,MBDC0390
785,10.1093/nar/gkg015,MBDC0368
774,10.1093/nar/gkg014,MBDC0358
783,10.1093/nar/gkg013,NAR9213
830,10.1093/nar/gkg012,NAR9258
798,10.1093/nar/gkg011,MBDC0356
822,10.1093/nar/gkg010,MBDC0372
839,10.1093/nar/gkg009,MBDC0564
787,10.1093/nar/gkg008,MBDC0559
843,10.1093/nar/gkg007,MBDC0337
862,10.1093/nar/gkg006,MBDC0382
818,10.1093/nar/gkg005,MBDC0354
867,10.1093/nar/gkg004,MBDC0352
897,10.1093/nar/gkg003,NAR9143
776,10.1093/nar/gkg002,NAR9172
842,10.1093/nar/gkg001,MBDC0376
678,10.1093/nar/30.1.98,MBDC0336
701,10.1093/nar/30.1.94,NAR9087
758,10.1093/nar/30.1.91,MBDC0527
757,10.1093/nar/30.1.87,MBDC0091
755,10.1093/nar/30.1.84,MBDC0446
728,10.1093/nar/30.1.80,NAR9330
723,10.1093/nar/30.1.76,MBDC0307
684,10.1093/nar/30.1.73,NAR9303
718,10.1093/nar/30.1.69,MBDC0357
756,10.1093/nar/30.1.66,NAR9106
671,10.1093/nar/30.1.62,MBDC0096
693,10.1093/nar/30.1.59,MBDC0114
761,10.1093/nar/30.1.56,MBDC0108
695,10.1093/nar/30.1.52,MBDC0143
657,10.1093/nar/30.1.50,MBDC0163
770,10.1093/nar/30.1.47,MBDC0421
744,10.1093/nar/30.1.42,MBDC0112
713,10.1093/nar/30.1.416,MBDC0299
715,10.1093/nar/30.1.412,MBDC0315
738,10.1093/nar/30.1.409,NAR9038
662,10.1093/nar/30.1.405,MBDC0300
731,10.1093/nar/30.1.402,NAR9156
687,10.1093/nar/30.1.398,MBDC0329
743,10.1093/nar/30.1.395,MBDC0380
759,10.1093/nar/30.1.392,NAR9267
712,10.1093/nar/30.1.387,MBDC0131
722,10.1093/nar/30.1.385,MBDC0782
659,10.1093/nar/30.1.383,MBDC0174
762,10.1093/nar/30.1.38,MBDC0027
765,10.1093/nar/30.1.379,NAR9162
717,10.1093/nar/30.1.375,MBDC0364
719,10.1093/nar/30.1.372,MBDC0309
698,10.1093/nar/30.1.369,NAR9010
691,10.1093/nar/30.1.364,NAR9204
711,10.1093/nar/30.1.361,NAR9291
669,10.1093/nar/30.1.354,MBDC0184
749,10.1093/nar/30.1.351,MBDC0293
699,10.1093/nar/30.1.35,MBDC0194
734,10.1093/nar/30.1.349,MBDC0196
716,10.1093/nar/30.1.347,MBDC0189
714,10.1093/nar/30.1.343,MBDC0177
688,10.1093/nar/30.1.341,MBDC0167
670,10.1093/nar/30.1.335,MBDC0252
682,10.1093/nar/30.1.332,MBDC0345
726,10.1093/nar/30.1.328,MBDC0591
705,10.1093/nar/30.1.325,MBDC0041
720,10.1093/nar/30.1.322,MBDC0033
739,10.1093/nar/30.1.318,NAR9015
769,10.1093/nar/30.1.312,MBDC0049
672,10.1093/nar/30.1.310,MBDC0048
741,10.1093/nar/30.1.31,NAR9177
702,10.1093/nar/30.1.306,NAR9233
729,10.1093/nar/30.1.303,MBDC0104
753,10.1093/nar/30.1.301,MBDC0280
658,10.1093/nar/30.1.299,MBDC0220
667,10.1093/nar/30.1.294,MBDC0322
663,10.1093/nar/30.1.289,MBDC0219
668,10.1093/nar/30.1.284,MBDC0275
768,10.1093/nar/30.1.281,MBDC0204
681,10.1093/nar/30.1.276,MBDC0210
707,10.1093/nar/30.1.273,MBDC0217
721,10.1093/nar/30.1.27,MBDC0001
724,10.1093/nar/30.1.268,MBDC0285
700,10.1093/nar/30.1.264,MBDC0282
733,10.1093/nar/30.1.260,NAR9023
